Benchmark,Project,File,No. Units,Avg CC,Avg No. Features per unit,Features Covered,JS:Async,JS:DynamicTyping,JS:DomInteraction,JS:NestedFunction,JS:HigherOrder,JS:CommonJS,JS:ES6,JS:Closures,JS:Prototype,JS:PropertyAccess,JS:WeakTyping,JS:VariadicParams,JS:ImplicitGlobals,JS:Undefined,JS:ObjectManipulation
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\card-widget.ts,1,3.2857142857142856,5.0,0.3333333333333333,0,1,1,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\direct-chat.ts,1,2.0,3.0,0.2,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\fullscreen.ts,1,3.0,4.0,0.26666666666666666,0,1,1,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\layout.ts,1,1.0,4.0,0.26666666666666666,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\push-menu.ts,1,2.6666666666666665,5.0,0.3333333333333333,0,1,1,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\treeview.ts,1,3.6666666666666665,4.0,0.26666666666666666,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\ts\util\index.ts,4,1.0,3.75,0.4,0,2,0,3,3,0,4.0,2,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,AdminLTE,JS-Projects\AdminLTE\src\utils\index.js,1,6.0,3.0,0.2,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\data\prefixes.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\at-rule.js,1,3.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\autoprefixer.js,1,1.0,9.0,0.6,0,1,0,1,1,1,1.0,1,0,0,0.0,1.0,1.0,1.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\brackets.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\browsers.js,1,2.2,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\declaration.js,1,2.357142857142857,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\align-content.js,1,2.333333333333333,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\align-items.js,1,2.6666666666666665,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\align-self.js,1,2.25,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\animation.js,1,1.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\appearance.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\autofill.js,1,2.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\backdrop-filter.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\background-clip.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\background-size.js,1,5.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\block-logical.js,1,2.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\border-image.js,1,1.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\border-radius.js,1,2.5,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\break-props.js,1,3.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\cross-fade.js,1,1.0,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\display-flex.js,1,2.75,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\display-grid.js,1,2.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\file-selector-button.js,1,2.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\filter-value.js,1,1.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\filter.js,1,3.0,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-basis.js,1,2.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-direction.js,1,4.333333333333333,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-flow.js,1,8.0,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-grow.js,1,2.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-shrink.js,1,2.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-spec.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex-wrap.js,1,2.0,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\flex.js,1,3.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\fullscreen.js,1,3.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\gradient.js,1,5.888888888888889,9.0,0.6,0,1,0,1,1,1,1.0,0,0,0,0.0,1.0,1.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-area.js,1,2.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-column-align.js,1,1.3333333333333333,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-end.js,1,6.0,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-row-align.js,1,1.3333333333333333,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-row-column.js,1,4.0,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-rows-columns.js,1,7.666666666666667,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-start.js,1,1.6666666666666667,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-template-areas.js,1,7.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\grid-template.js,1,8.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\image-rendering.js,1,1.4,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\image-set.js,1,2.0,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\inline-logical.js,1,1.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\intrinsic.js,1,3.4,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\justify-content.js,1,3.6666666666666665,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\mask-border.js,1,1.5,4.0,0.26666666666666666,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\mask-composite.js,1,12.0,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\order.js,1,2.333333333333333,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\overscroll-behavior.js,1,2.0,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\pixelated.js,1,3.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\place-self.js,1,4.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\placeholder-shown.js,1,2.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\placeholder.js,1,3.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\print-color-adjust.js,1,1.5,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\text-decoration-skip-ink.js,1,3.0,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\text-decoration.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\text-emphasis-position.js,1,2.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\transform-decl.js,1,4.0,5.0,0.3333333333333333,0,1,0,1,0,1,1.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\user-select.js,1,4.5,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\hacks\writing-mode.js,1,4.0,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\info.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\old-selector.js,1,6.5,5.0,0.3333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\old-value.js,1,2.0,3.0,0.2,0,0,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\prefixer.js,1,4.2,6.0,0.4,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\prefixes.js,1,5.8,9.0,0.6,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,1.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\processor.js,1,7.222222222222222,8.0,0.5333333333333333,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\resolution.js,1,2.75,8.0,0.5333333333333333,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\selector.js,1,2.6666666666666665,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\supports.js,1,3.375,8.0,0.5333333333333333,0,1,0,1,1,1,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\transition.js,1,5.357142857142857,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\utils.js,8,1.0,1.0,0.06666666666666667,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,autoprefixer,JS-Projects\autoprefixer\lib\value.js,1,3.0,7.0,0.4666666666666667,0,1,0,1,1,1,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\commands\cache\clean.js,1,1.0,6.0,0.4,0,1,0,1,1,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\cache\list.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\help.js,1,1.0,6.0,0.4,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\home.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\info.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,0.0,0.0,1.0,1.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\commands\init.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\install.js,1,1.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,0,0,0,0.0,0.0,1.0,1.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\commands\link.js,1,1.0,3.0,0.2,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\list.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\login.js,1,1.0,9.0,0.6,0,1,0,1,1,1,0.0,1,0,1,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\lookup.js,1,1.0,6.0,0.4,0,1,0,1,1,1,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\prune.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\register.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\search.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\uninstall.js,1,1.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\unregister.js,1,1.0,8.0,0.5333333333333333,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\update.js,1,1.0,5.0,0.3333333333333333,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\commands\version.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\config.js,1,3.0,2.0,0.13333333333333333,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\Manager.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\PackageRepository.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\Project.js,1,2.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\ResolveCache.js,1,1.0,3.0,0.2,0,0,0,1,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolverFactory.js,3,1.0,5.0,0.5333333333333333,0,1,0,3,3,3,0.0,2,0,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\FsResolver.js,1,1.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\GitFsResolver.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\GitHubResolver.js,1,1.0,5.0,0.3333333333333333,0,1,0,1,0,1,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\GitRemoteResolver.js,1,1.0,5.0,0.3333333333333333,0,1,0,1,0,1,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\GitResolver.js,1,1.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\SvnResolver.js,1,1.0,9.0,0.6,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,1.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\UrlResolver.js,1,1.0,2.0,0.13333333333333333,0,0,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\core\resolvers\pluginResolverFactory.js,1,3.0,9.0,0.6,0,1,0,1,1,1,0.0,1,1,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\renderers\JsonRenderer.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\renderers\StandardRenderer.js,1,3.0,3.0,0.2,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\templates\helpers\colors.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\templates\helpers\condense.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\templates\helpers\indent.js,1,1.0,5.0,0.3333333333333333,0,1,0,1,1,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\templates\helpers\rpad.js,1,1.0,4.0,0.26666666666666666,0,1,0,1,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\templates\helpers\sum.js,1,1.0,3.0,0.2,0,0,0,1,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\abbreviations.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\cli.js,2,3.0,5.0,0.6,0,1,0,1,1,2,0.0,1,0,0,1.0,0.0,1.0,1.0,1.0
JS-Projects,bower,JS-Projects\bower\lib\util\cmd.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\copy.js,2,2.0,5.0,0.3333333333333333,0,2,0,0,0,2,0.0,0,0,2,0.0,0.0,2.0,2.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\createError.js,1,2.0,2.0,0.13333333333333333,0,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\createLink.js,1,1.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\download.js,1,2.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\fs.js,3,1.0,1.0,0.06666666666666667,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\isPathAbsolute.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\readJson.js,1,2.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\relativeToBaseDir.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\removeIgnores.js,1,3.0,7.0,0.4666666666666667,0,1,0,1,1,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\resolve.js,1,1.0,1.0,0.06666666666666667,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\rootCheck.js,1,4.0,3.0,0.2,0,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\validLink.js,1,1.0,4.0,0.26666666666666666,0,0,0,1,1,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\lib\util\which.js,1,4.0,5.0,0.3333333333333333,0,1,0,0,1,1,0.0,0,0,0,1.0,0.0,1.0,0.0,0.0
JS-Projects,bower,JS-Projects\bower\packages\bower-config\lib\Config.js,1,1.0,3.0,0.2,0,1,0,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
