Benchmark,Project,File,Unit,LOC,CC,JS:Async,JS:DynamicTyping,JS:DomInteraction,JS:NestedFunction,JS:HigherOrder,JS:CommonJS,JS:ES6,JS:Closures,JS:Prototype,JS:PropertyAccess,JS:WeakTyping,JS:VariadicParams,JS:ImplicitGlobals,JS:Undefined,JS:ObjectManipulation
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\inspector.ts,sendInspectorState,8,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\inspector.ts,editInspectorState,6,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\inspector.ts,sendCustomInspectors,26,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\inspector.ts,selectInspectorNode,7,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\page-config.ts,getPageConfig,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\page-config.ts,initOnPageConfig,11,3.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\perf.ts,performanceMarkStart,60,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\perf.ts,performanceMarkEnd,93,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\perf.ts,handleAddPerformanceTag,21,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\plugin.ts,addPlugin,40,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\plugin.ts,addQueuedPlugins,8,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\plugin.ts,addPreviouslyRegisteredPlugins,7,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\plugin.ts,sendPluginList,5,1.0,1,0,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\plugin.ts,serializePlugin,12,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline-marker.ts,addTimelineMarker,17,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline-marker.ts,sendTimelineMarkers,17,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline-screenshot.ts,showScreenshot,57,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,setupTimeline,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,addBuiltinLayers,10,2.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,sendTimelineLayers,25,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,addTimelineEvent,30,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,clearTimeline,9,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,sendTimelineEventData,18,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,removeLayersForApp,12,4.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\timeline.ts,sendTimelineLayerEvents,18,5.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\toast.ts,installToast,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\legacy\scan.ts,scan,76,8.0,0,1,1,1,1,0,1.0,1,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\util\queue.ts,JobQueue,75,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\util\subscriptions.ts,subscribe,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\util\subscriptions.ts,unsubscribe,4,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-core\src\util\subscriptions.ts,isSubscribed,6,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\events.ts,wrapVueForEvents,5,1.0,0,0,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\plugin.ts,setupPlugin,271,1.0,0,1,0,1,1,0,1.0,1,0,1,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,getInstanceDetails,44,14.0,0,1,0,1,1,0,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,getCustomInstanceDetails,15,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,reduceStateList,11,2.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,getInstanceName,9,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,getCustomObjectDetails,18,14.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,findInstanceOrVnode,8,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\data.ts,editState,46,8.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\el.ts,getInstanceOrVnodeRect,19,6.0,0,1,0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\el.ts,findRelatedComponent,6,3.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\el.ts,getRootElementsFromComponentInstance,11,2.0,0,1,0,1,1,0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\perf.ts,initPerf,11,2.0,0,0,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\perf.ts,applyPerfHooks,32,5.0,0,1,0,1,0,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\tree.ts,getInstanceMap,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\tree.ts,getFunctionalVnodeMap,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\tree.ts,walkTree,9,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\tree.ts,getComponentParents,28,2.0,0,1,0,1,0,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\update-tracking.ts,initUpdateTracking,8,1.0,0,0,0,1,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\update-tracking.ts,applyTrackingUpdateHook,33,5.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\util.ts,isBeingDestroyed,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\util.ts,getInstanceName,9,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\util.ts,getRenderKey,18,5.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue2\src\components\util.ts,getUniqueId,13,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\util.ts,flatten,12,1.0,0,0,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\util.ts,returnError,8,2.0,0,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\components\el.ts,getComponentInstanceFromElement,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\components\el.ts,getRootElementsFromComponentInstance,9,3.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\components\el.ts,getInstanceOrVnodeRect,21,6.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\components\filter.ts,ComponentFilter,27,2.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-backend-vue3\src\components\tree.ts,ComponentWalker,440,5.1,1,1,0,1,1,0,1.0,0,1,0,1.0,0.0,1.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\app.ts,createApp,19,2.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\app.ts,connectApp,43,1.0,1,0,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\index.ts,initDevTools,11,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\router.ts,createRouterInstance,17,2.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,useCurrentApp,10,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,useApps,26,1.0,0,1,0,1,0,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,getApps,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,waitForAppSelect,10,2.0,1,0,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,scanLegacyApps,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\index.ts,setupAppsBridgeEvents,25,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\apps\vue-version-check.ts,useVueVersionCheck,31,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\bridge\index.ts,useBridge,39,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\bridge\index.ts,setBridge,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\bridge\index.ts,getBridge,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\chrome\pane-visibility.ts,ensurePaneShown,8,2.0,1,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,useComponentRequests,22,1.0,0,1,0,1,0,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,useComponents,77,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,useComponent,69,1.0,0,1,0,1,1,0,1.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,setComponentOpen,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,isComponentOpen,3,1.0,0,0,0,0,0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,useSelectedComponent,68,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,resetComponents,7,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,requestComponentTree,15,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,ensureComponentsMapData,10,2.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,loadComponent,10,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,sortChildren,17,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,getAppIdFromComponentId,5,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\components.ts,addUpdateTrackingEvent,14,2.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\highlight.ts,useComponentHighlight,14,1.0,0,0,0,1,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\pick.ts,useComponentPick,39,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\components\composable\setup.ts,setupComponentsBridgeEvents,67,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\connection\index.ts,useAppConnection,23,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\connection\index.ts,setAppConnected,19,9.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\connection\index.ts,setAppInitializing,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\error\index.ts,putError,11,3.0,0,0,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\error\index.ts,clearError,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\error\index.ts,useError,9,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\header\tabs.ts,useTabs,14,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\inspector\custom\composable.ts,useInspectors,8,1.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\inspector\custom\composable.ts,useCurrentInspector,68,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\inspector\custom\composable.ts,resetInspectors,4,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\inspector\custom\composable.ts,setupCustomInspectorBridgeEvents,54,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\layout\orientation.ts,useOrientation,5,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\plugin\index.ts,usePlugins,9,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\plugin\index.ts,useComponentStateTypePlugin,11,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\plugin\index.ts,setupPluginsBridgeEvents,13,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\events.ts,onEventAdd,10,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\events.ts,addEvent,79,13.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\events.ts,useSelectedEvent,6,1.0,0,0,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\events.ts,useInspectedEvent,17,1.0,0,0,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\events.ts,selectEvent,5,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,layerFactory,18,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,getLayers,8,3.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,useLayers,75,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,fetchLayers,4,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,getGroupsAroundPosition,15,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\layers.ts,addGroupAroundPosition,15,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\markers.ts,useMarkers,14,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\reset.ts,resetTimeline,26,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\reset.ts,resetTime,5,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\reset.ts,onTimelineReset,10,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\screenshot.ts,takeScreenshot,53,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\screenshot.ts,useScreenshots,20,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\setup.ts,setupTimelineBridgeEvents,124,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\time.ts,useTime,8,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\timeline\composable\time.ts,useCursor,5,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\ui\index.ts,ui,36,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,vue-devtools,JS-Projects\vue-devtools\packages\app-frontend\src\features\ui\composables\useDisabled.ts,useDisabledParent,18,2.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
