Benchmark,Project,File,Unit,LOC,CC,JS:Async,JS:DynamicTyping,JS:DomInteraction,JS:NestedFunction,JS:HigherOrder,JS:CommonJS,JS:ES6,JS:Closures,JS:Prototype,JS:PropertyAccess,JS:WeakTyping,JS:VariadicParams,JS:ImplicitGlobals,JS:Undefined,JS:ObjectManipulation
JS-Projects,shelljs,JS-Projects\shelljs\src\grep.js,_grep,48,7.0,0,1,0,1,1,1,0.0,1,0,1,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\head.js,_head,57,7.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,1.0,1.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\ln.js,_ln,45,15.0,0,1,0,0,0,1,0.0,0,0,1,1.0,0.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\ls.js,_ls,85,3.0,0,1,0,1,1,1,0.0,1,0,1,1.0,1.0,1.0,1.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\mkdir.js,_mkdir,49,3.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\mv.js,_mv,78,11.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\pwd.js,_pwd,4,1.0,0,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\rm.js,_rm,34,2.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,0.0,1.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\sed.js,_sed,53,9.0,0,1,0,1,1,1,0.0,1,0,1,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\set.js,_set,30,5.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,1.0,0.0,1.0
JS-Projects,shelljs,JS-Projects\shelljs\src\sort.js,_sort,37,6.0,0,1,0,1,1,1,0.0,1,0,1,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\tail.js,_tail,61,9.0,0,1,0,1,1,1,0.0,1,0,0,1.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\tempdir.js,isCached,3,1.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\tempdir.js,clearCache,3,1.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\test.js,_test,43,13.0,0,1,0,1,1,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\to.js,_to,15,5.0,0,0,0,0,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\toEnd.js,_toEnd,15,5.0,0,0,0,0,0,1,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\touch.js,_touch,14,3.0,0,0,0,1,1,1,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\uniq.js,_uniq,51,10.0,0,1,0,1,1,1,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,shelljs,JS-Projects\shelljs\src\which.js,_which,61,18.0,0,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\docs\documentation\sitespeed.io\scripting\scripts\third-party\hljs-original.js,hljs,1,1.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\docs\documentation\sitespeed.io\scripting\scripts\third-party\hljs.js,hljs,1,1.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\sitespeed.js,run,134,1.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\api\send.js,addTest,42,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\api\send.js,waitAndGetResult,13,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\api\send.js,get,36,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\cli\cli.js,parseCommandLine,2092,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,0.0,1.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\cli\util.js,getURLs,40,10.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,1.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\cli\util.js,getAliases,42,15.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,1.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\cli\util.js,pluginDefaults,15,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\cli\util.js,registerPluginOptions,12,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\logging.js,configure,6,4.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\pluginLoader.js,parsePluginNames,31,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,1.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\pluginLoader.js,loadPlugins,38,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\queue.js,createQueue,109,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\queueHandler.js,QueueHandler,291,2.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\queueStatistics.js,registerQueueTime,7,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\queueStatistics.js,registerProcessingTime,7,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\queueStatistics.js,generateStatistics,41,1.0,0,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\script-source.js,findUrls,5,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\url-source.js,findUrls,19,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\resultsStorage\index.js,resultsStorage,33,4.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\resultsStorage\pathToFolder.js,pathToFolder,55,12.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\resultsStorage\resultUrls.js,resultUrls,20,1.0,0,0,0,1,0,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\core\resultsStorage\storageManager.js,storageManager,87,1.0,1,1,0,1,1,0,1.0,1,0,0,1.0,1.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\analysisstorer\index.js,AnalysisstorerPlugin,81,3.5,0,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\assets\aggregator.js,AssetsAggregator,265,8.5,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\assets\assetsBySize.js,AssetsBySize,80,3.5,0,0,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\assets\assetsBySpeed.js,AssetsBySpeed,100,3.5,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\assets\index.js,AssetsPlugin,175,4.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\axe\axePostScript.cjs,AssetsPlugin,175,4.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\axe\index.js,AxePlugin,108,2.5,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\analyzer.js,analyzeUrl,62,1.0,1,1,0,0,0,0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\axeAggregator.js,AxeAggregator,118,2.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\browsertimeAggregator.js,BrowsertimeAggregator,563,11.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\consoleLogAggregator.js,ConsoleLogAggregator,72,3.0,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\filmstrip.js,getFilmstrip,62,1.0,1,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\index.js,BrowsertimePlugin,1205,40.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\browsertime\reader.js,getGzippedFileAsJson,6,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\deprecatedVerify.js,verify,54,13.0,0,1,0,0,0,0,1.0,0,0,1,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\index.js,BudgetPlugin,247,12.5,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\json.js,writeJson,5,1.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\junit.js,writeJunit,59,13.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\tap.js,writeTap,29,4.0,0,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\budget\verify.js,verify,153,40.0,0,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\coach\aggregator.js,CoachAggregator,145,3.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\coach\index.js,CoachPlugin,117,4.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\baseline.js,getBaseline,13,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\baseline.js,saveBaseline,3,1.0,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\helper.js,runStatisticalTests,20,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\helper.js,getStatistics,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\helper.js,getMetrics,14,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\helper.js,getIsSignificant,3,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\helper.js,cliffsDelta,16,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\compare\index.js,ComparePlugin,485,13.0,1,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\crawler\index.js,CrawlerPlugin,296,5.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\crux\index.js,CruxPlugin,353,10.0,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\crux\repackage.js,repackage,93,11.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\crux\send.js,send,42,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\domains\aggregator.js,DomainsAggregator,119,5.5,0,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\domains\index.js,DomainsPlugin,75,3.5,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\gcs\index.js,GcsPlugin,115,4.0,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\grafana\index.js,GrafanaPlugin,188,7.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\grafana\send-annotation.js,send,118,9.0,1,1,0,1,1,0,1.0,1,0,1,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\data-generator.js,GraphiteDataGenerator,115,1.0,0,1,0,1,1,0,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\graphite-sender.js,GraphiteSender,33,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\index.js,GraphitePlugin,352,10.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,1.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\send-annotation.js,send,114,11.0,1,1,0,1,1,0,1.0,1,0,1,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\sender.js,Sender,65,1.6,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\statsd-sender.js,StatsDSender,31,1.0,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\helpers\format-entry.js,formatEntry,10,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\graphite\helpers\is-statsd.js,isStatsD,3,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\harstorer\index.js,HarstorerPlugin,84,2.5,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\dataCollector.js,DataCollector,237,1.3529411764705883,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\getScripts.js,getScripts,15,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\htmlBuilder.js,HTMLBuilder,1009,5.714285714285714,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\index.js,HTMLPlugin,435,16.5,0,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\metricHelper.js,pickMedianRun,45,9.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\metricHelper.js,getMetricsFromRun,14,3.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\metricHelper.js,getMetricsFromPageSummary,24,5.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\renderer.js,renderTemplate,7,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\renderer.js,addTemplate,4,1.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\setup\detailed.js,getDetailed,338,27.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\html\setup\summaryBoxes.js,parse,58,13.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\data-generator.js,InfluxDBDataGenerator,167,1.0,0,1,0,1,1,0,1.0,0,0,1,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\index.js,InfluxDBPlugin,324,9.0,1,1,0,1,1,0,1.0,0,0,0,1.0,0.0,1.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\send-annotation.js,sendV1,96,6.0,1,1,0,1,1,0,1.0,1,0,1,1.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\send-annotationV2.js,sendV2,92,5.0,1,1,0,1,1,0,1.0,1,0,1,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\sender.js,InfluxDBSender,45,2.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\influxdb\senderV2.js,InfluxDB2Sender,69,5.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\lateststorer\index.js,LatestStorerPlugin,425,18.0,1,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\matrix\index.js,MatrixPlugin,272,17.0,1,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\matrix\index.js,messageTypes,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\matrix\send.js,sendMatrix,9,1.0,1,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\messagelogger\index.js,MessageLoggerPlugin,53,4.5,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\metrics\index.js,MetricsPlugin,172,11.0,0,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\pagexray\index.js,PageXrayPlugin,257,9.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\pagexray\pagexrayAggregator.js,PageXrayAggregator,381,5.0,0,1,0,1,1,0,1.0,0,0,0,1.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\remove\index.js,RemovePlugin,34,1.5,1,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\s3\contentType.js,getContentType,3,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\s3\index.js,S3Plugin,186,6.5,1,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\s3\limit.js,runWithConcurrencyLimit,34,1.0,1,1,0,1,1,0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\scp\index.js,ScpPlugin,102,3.5,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\slack\attachements.js,getAttachements,159,18.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\slack\dataCollector.js,DataCollector,138,1.4,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\slack\index.js,SlackPlugin,215,12.5,0,1,0,1,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\slack\summary.js,getSummary,102,10.0,0,1,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\aggregator.js,Aggregator,230,5.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\helper.js,perDomain,18,4.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\helper.js,perPage,15,2.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\helper.js,perContentType,28,5.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\helper.js,getDirtiestResources,15,3.0,0,1,0,1,1,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\helper.js,perParty,21,5.0,0,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\sustainable\index.js,SustainablePlugin,460,8.0,1,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,1.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\text\color.js,colorise,4,3.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\text\color.js,makeBold,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\text\color.js,getStrippedLength,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\text\color.js,blackBright,3,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
JS-Projects,sitespeed.io,JS-Projects\sitespeed.io\lib\plugins\text\index.js,TextPlugin,46,2.0,0,1,0,1,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0
